id,title,company,experience,salary,location,description,url,role,skills,min_salary,max_salary,avg_salary,years_exp,clean_location,clean_skills
568,"Sr Program Manager, Data Platforms",Artpark,7 - 11 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru","In this exciting role, you will lead an ambitious India-wide initiative to high-quality speech and text datasets spanning every district in India.",https://www.naukri.com/job-listings-sr-program-manager-data-platforms-artpark-bengaluru-7-to-11-years-220124502133,NLP Researcher,"Product management, ASR, Automation, Project management, Machine learning, Manager Quality Control, Open source, Operations, Robotics, Python",,,,9.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune","Product Management, Asr, Automation, Project Management, Machine Learning, Manager Quality Control, Open Source, Operations, Robotics, Python"
569,Machine Learning Lead,Artpark,5 - 9 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru","As part of an ambitious India-wide program, you will help create unique, high-quality    open-source   speech and text datasets spanning every district to accelerate the state-of-the-art in speech and language technology. The program also aims at building applications based on these technological developments to pioneer Indic language inclusion in the country.       You will be part of the quality program, working closely with leading NLP researchers at IISc and the leadership of ARTPARK, in addition to NLP researchers at the world s top tech companies.      Responsibilities:",https://www.naukri.com/job-listings-machine-learning-lead-artpark-bengaluru-5-to-9-years-150923501236,NLP Researcher,"Industry research, Automation, Machine learning, Healthcare, Data quality, MATLAB, Robotics, Python, Logistics",,,,7.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune","Industry Research, Automation, Machine Learning, Healthcare, Data Quality, Matlab, Robotics, Python, Logistics"
570,Data Sourcing & Curation Associate,Artpark,0 - 3 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",Skills:,https://www.naukri.com/job-listings-data-sourcing-curation-associate-artpark-bengaluru-0-to-3-years-150923501224,NLP Researcher,"Bengali, Industry research, Automation, Transcription, Healthcare, Open source, Quality Associate, Robotics, Logistics",,,,1.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune","Bengali, Industry Research, Automation, Transcription, Healthcare, Open Source, Quality Associate, Robotics, Logistics"
571,Software Engineer/Software Developer/ - Freshers Bulk Hiring,Aficionado Technologies,0 - 5 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Hyderabad, Pune, Bengaluru",Required Candidate profile,https://www.naukri.com/job-listings-software-engineer-software-developer-freshers-bulk-hiring-aficionado-technologies-hyderabad-pune-bengaluru-0-to-5-years-060625029030,Software Developer,,,,,2.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
572,Software Developer,Tele Infotech,0 - 1 years,2.5-3.75 Lacs P.A.,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Pune",Required Candidate profile,https://www.naukri.com/job-listings-software-developer-tele-infotech-pune-0-to-1-years-210525032674,Software Developer,,2.0,5.0,3.0,0.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
573,Software Developer,Tele Infotech,0 - 1 years,2.5-3.75 Lacs P.A.,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Pune",Required Candidate profile,https://www.naukri.com/job-listings-software-developer-tele-infotech-pune-0-to-1-years-050625021901,Software Developer,,2.0,5.0,3.0,0.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
574,Software Developer,Oracle,0 - 8 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Design, develop, troubleshoot and debug software programs for databases, applications, tools, networks etc.",https://www.naukri.com/job-listings-software-developer-oracle-india-pvt-ltd-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-8-years-030125504521,Software Developer,"software architecture, Software design, Operating systems, Debugging, Application software, Troubleshooting",,,,4.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune","Software Architecture, Software Design, Operating Systems, Debugging, Application Software, Troubleshooting"
575,Software Developer,Webrelier Software Solutions,0 - 1 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Pune",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-software-developer-webrelier-software-solutions-pvt-ltd-pune-0-to-1-years-311219501883,Software Developer,"Analytical skills, Software testing, Training, Web technologies, Web development, Manager Technology, PHP, ASP.Net",,,,0.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune","Analytical Skills, Software Testing, Training, Web Technologies, Web Development, Manager Technology, Php, Asp.Net"
576,Software Developer,Oracle,0 - 8 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",read more,https://www.naukri.com/job-listings-software-developer-oracle-india-pvt-ltd-bengaluru-0-to-8-years-310525501316,Software Developer,"Product management, C++, Automation testing, Web services, Appliances, Cloud, Manager Technology, Data structures, Deployment, Object oriented programming",,,,4.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune","Product Management, C++, Automation Testing, Web Services, Appliances, Cloud, Manager Technology, Data Structures, Deployment, Object Oriented Programming"
577,Opening For Software Developer Fresher @ Paud Pune,SQUAD Infotech Private Ltd,0 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Pune",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-opening-for-software-developer-fresher-paud-pune-squad-infotech-private-ltd-pune-0-to-0-years-291118600561,Software Developer,"Java, Software Development, .Net, Php, Android",,,,0.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune","Java, Software Development, .Net, Php, Android"
578,Software Developer,Ingenious Technohub,0 - 1 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Pune",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-software-developer-ingenious-technohub-pune-0-to-1-years-030823501221,Software Developer,"System testing, Software development, Consulting, Programming, System design, Hardware",,,,0.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune","System Testing, Software Development, Consulting, Programming, System Design, Hardware"
579,Software Developer,Proerror Software Solutions,0 - 3 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Pune",Technical skills,https://www.naukri.com/job-listings-software-developer-proerror-software-solutions-pune-0-to-3-years-211124507523,Software Developer,"Coding, Programming, Javascript, Director, PHP, .Net",,,,1.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune","Coding, Programming, Javascript, Director, Php, .Net"
580,Software Developer,Techniche Imunita,0 - 1 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Pune",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-software-developer-techniche-imunita-pvt-ltd-pune-0-to-1-years-051124502876,Software Developer,"c++, css, hibernate, jquery, sql, spring, java, oops, html, data structures, mysql, programming, c#, interfaces, python, software development, c, software testing, system testing, system design, engineering, javascript, sql server, software programming, spring boot",,,,0.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune","C++, Css, Hibernate, Jquery, Sql, Spring, Java, Oops, Html, Data Structures, Mysql, Programming, C#, Interfaces, Python, Software Development, C, Software Testing, System Testing, System Design, Engineering, Javascript, Sql Server, Software Programming, Spring Boot"
581,Software Developer,Swapra Technologies,0 - 1 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Pune",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-software-developer-swapra-technologies-pune-0-to-1-years-290525502514,Software Developer,"c++, css, hibernate, jquery, sql, spring, java, oops, asp.net, html, data structures, mysql, programming, c#, rest, interfaces, python, software development, c, system testing, system design, engineering, javascript, sql server, software programming, spring boot, .net",,,,0.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune","C++, Css, Hibernate, Jquery, Sql, Spring, Java, Oops, Asp.Net, Html, Data Structures, Mysql, Programming, C#, Rest, Interfaces, Python, Software Development, C, System Testing, System Design, Engineering, Javascript, Sql Server, Software Programming, Spring Boot, .Net"
582,Software Developer,Pyrotech Workspace Solutions,0 - 4 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Udaipur",read more,https://www.naukri.com/job-listings-software-developer-pyrotech-workspace-solutions-pvt-ltd-udaipur-0-to-4-years-250325505624,Software Developer,Software Developer,,,,2.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune, Udaipur",Software Developer
583,,Careers,Pass out Year should be between 2020-. Only Fresher Male Candidates are eligible . Bene...,1.2-6 Lacs PA,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune",Work from office(402),https://www.naukri.com/job-listings-software-developer-data-specialist-seedion-india-software-development-thiruvananthapuram-0-to-5-years-060625028886,Software Developer,,1.0,2.0,1.0,0.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
584,Software Developers,Oxyzen Homes,0 - 1 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-software-developers-oxygen-homes-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-0-to-1-years-130519500007,Software Developer,"Web technologies, VC++, ASP.Net, Windows, VB",,,,0.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune","Web Technologies, Vc++, Asp.Net, Windows, Vb"
